mere;bb;gest;ps;reg;tps;gdp
6;6,1;HP;C1;HPC1;52;123,5
6;6,2;HP;C2;HPC2;52;130,2
7;7,1;HP;NP;HPNP;52;169
7;7,3;HP;C1;HPC1;52;160,2
7;7,5;HP;C2;HPC2;52;204,4
7;7,6;HP;NP;HPNP;52;153,2
8;8,1;HP;C2;HPC2;52;183,4
8;8,2;HP;C1;HPC1;52;163
8;8,5;HP;NP;HPNP;52;185,7
10;10,2;NP;NP;NPNP;52;172,2
10;10,5;NP;C2;NPC2;52;159,6
11;11,1;NP;C2;NPC2;52;167,8
11;11,2;NP;C1;NPC1;52;164,9
11;11,3;NP;NP;NPNP;52;169,8
12;12,1;HP;C2;HPC2;52;199,8
12;12,2;HP;NP;HPNP;52;203
13;13,2;HP;C1;HPC1;52;179,3
13;13,3;HP;C2;HPC2;52;177,6
16;16,1;HP;NP;HPNP;52;171,7
16;16,2;HP;C2;HPC2;52;149,8
16;16,3;HP;C1;HPC1;52;131,3
17;17,1;NP;C1;NPC1;52;181,9
17;17,2;NP;C2;NPC2;52;193,8
17;17,3;NP;NP;NPNP;52;184,4
17;17,5;NP;C1;NPC1;52;154,8
18;18,2;HP;C1;HPC1;52;145,3
18;18,4;HP;NP;HPNP;52;159
19;19,1;NP;C1;NPC1;52;142,1
19;19,3;NP;NP;NPNP;52;155,5
19;19,4;NP;C2;NPC2;52;154,6
20;20,1;HP;C1;HPC1;52;199,8
20;20,3;HP;C2;HPC2;52;190,9
2;2,1;NP;C2;NPC2;53;150,9
2;2,2;NP;C1;NPC1;53;149,8
3;3,2;HP;C1;HPC1;53;152,5
3;3,3;HP;NP;HPNP;53;145,8
3;3,4;HP;C2;HPC2;53;180,8
4;4,1;NP;NP;NPNP;53;151,7
4;4,2;NP;NP;NPNP;53;164,7
4;4,3;NP;C1;NPC1;53;158,9
4;4,4;NP;C2;NPC2;53;160,2
4;4,5;NP;C1;NPC1;53;164,7
4;4,6;NP;C2;NPC2;53;128,6
5;5,1;NP;C1;NPC1;53;192,9
5;5,2;NP;C2;NPC2;53;159
5;5,4;NP;NP;NPNP;53;178,9
5;5,5;NP;NP;NPNP;53;182,6
6;6,1;HP;C1;HPC1;53;123,2
6;6,2;HP;C2;HPC2;53;131,8
7;7,1;HP;NP;HPNP;53;168,3
7;7,3;HP;C1;HPC1;53;160
7;7,5;HP;C2;HPC2;53;210,7
7;7,6;HP;NP;HPNP;53;153,1
8;8,1;HP;C2;HPC2;53;182,2
8;8,2;HP;C1;HPC1;53;162,2
8;8,5;HP;NP;HPNP;53;188
10;10,2;NP;NP;NPNP;53;170,9
10;10,5;NP;C2;NPC2;53;156,4
11;11,1;NP;C2;NPC2;53;165,5
11;11,2;NP;C1;NPC1;53;166
11;11,3;NP;NP;NPNP;53;168,1
12;12,1;HP;C2;HPC2;53;200,9
12;12,2;HP;NP;HPNP;53;198,7
13;13,2;HP;C1;HPC1;53;178,8
13;13,3;HP;C2;HPC2;53;175,7
16;16,1;HP;NP;HPNP;53;170,2
16;16,2;HP;C2;HPC2;53;144,1
16;16,3;HP;C1;HPC1;53;126,8
17;17,1;NP;C1;NPC1;53;178,9
17;17,2;NP;C2;NPC2;53;191,9
17;17,3;NP;NP;NPNP;53;190,7
17;17,5;NP;C1;NPC1;53;150,9
18;18,2;HP;C1;HPC1;53;146,6
18;18,4;HP;NP;HPNP;53;160,8
19;19,1;NP;C1;NPC1;53;138,7
19;19,3;NP;NP;NPNP;53;150,5
19;19,4;NP;C2;NPC2;53;151
20;20,1;HP;C1;HPC1;53;198,9
20;20,3;HP;C2;HPC2;53;187,8
2;2,1;NP;C2;NPC2;54;152,4
2;2,2;NP;C1;NPC1;54;150,7
3;3,2;HP;C1;HPC1;54;158,2
3;3,3;HP;NP;HPNP;54;147
3;3,4;HP;C2;HPC2;54;182,1
4;4,1;NP;NP;NPNP;54;149,9
4;4,2;NP;NP;NPNP;54;165
4;4,3;NP;C1;NPC1;54;167
4;4,4;NP;C2;NPC2;54;162,3
4;4,5;NP;C1;NPC1;54;168,7
4;4,6;NP;C2;NPC2;54;133,6
5;5,1;NP;C1;NPC1;54;194,3
5;5,2;NP;C2;NPC2;54;160,8
5;5,4;NP;NP;NPNP;54;180,8
5;5,5;NP;NP;NPNP;54;186,5
6;6,1;HP;C1;HPC1;54;130,9
6;6,2;HP;C2;HPC2;54;134,3
7;7,1;HP;NP;HPNP;54;171
7;7,3;HP;C1;HPC1;54;163,6
7;7,5;HP;C2;HPC2;54;214,6
7;7,6;HP;NP;HPNP;54;156,1
8;8,1;HP;C2;HPC2;54;184,5
8;8,2;HP;C1;HPC1;54;167,4
8;8,5;HP;NP;HPNP;54;188,7
10;10,2;NP;NP;NPNP;54;175,7
10;10,5;NP;C2;NPC2;54;160,3
11;11,1;NP;C2;NPC2;54;166
11;11,2;NP;C1;NPC1;54;172,1
11;11,3;NP;NP;NPNP;54;173,2
12;12,1;HP;C2;HPC2;54;203,5
12;12,2;HP;NP;HPNP;54;202
13;13,2;HP;C1;HPC1;54;183,9
13;13,3;HP;C2;HPC2;54;179,6
16;16,1;HP;NP;HPNP;54;178,3
16;16,2;HP;C2;HPC2;54;146,4
16;16,3;HP;C1;HPC1;54;135,1
17;17,1;NP;C1;NPC1;54;183,5
17;17,2;NP;C2;NPC2;54;201
17;17,3;NP;NP;NPNP;54;195,7
17;17,5;NP;C1;NPC1;54;151,1
18;18,2;HP;C1;HPC1;54;152,2
18;18,4;HP;NP;HPNP;54;171
19;19,1;NP;C1;NPC1;54;144,5
19;19,3;NP;NP;NPNP;54;159
19;19,4;NP;C2;NPC2;54;150,4
20;20,1;HP;C1;HPC1;54;204,1
20;20,3;HP;C2;HPC2;54;197,6
2;2,1;NP;C2;NPC2;55;148,4
2;2,2;NP;C1;NPC1;55;149,5
3;3,2;HP;C1;HPC1;55;155
3;3,3;HP;NP;HPNP;55;147,5
3;3,4;HP;C2;HPC2;55;180,6
4;4,1;NP;NP;NPNP;55;153,7
4;4,2;NP;NP;NPNP;55;164
4;4,3;NP;C1;NPC1;55;166,7
4;4,4;NP;C2;NPC2;55;157,1
4;4,5;NP;C1;NPC1;55;169,9
4;4,6;NP;C2;NPC2;55;128,6
5;5,1;NP;C1;NPC1;55;190,3
5;5,2;NP;C2;NPC2;55;159,8
5;5,4;NP;NP;NPNP;55;180,8
5;5,5;NP;NP;NPNP;55;183,2
6;6,1;HP;C1;HPC1;55;130,2
6;6,2;HP;C2;HPC2;55;130,5
7;7,1;HP;NP;HPNP;55;173,4
7;7,3;HP;C1;HPC1;55;164,6
7;7,5;HP;C2;HPC2;55;209
7;7,6;HP;NP;HPNP;55;156,6
8;8,1;HP;C2;HPC2;55;184,3
8;8,2;HP;C1;HPC1;55;164,1
8;8,5;HP;NP;HPNP;55;187,7
10;10,2;NP;NP;NPNP;55;174,2
10;10,5;NP;C2;NPC2;55;159,7
11;11,1;NP;C2;NPC2;55;169,5
11;11,2;NP;C1;NPC1;55;167,2
11;11,3;NP;NP;NPNP;55;171
12;12,1;HP;C2;HPC2;55;206,8
12;12,2;HP;NP;HPNP;55;205,5
13;13,2;HP;C1;HPC1;55;182,8
13;13,3;HP;C2;HPC2;55;178,9
16;16,1;HP;NP;HPNP;55;172,1
16;16,2;HP;C2;HPC2;55;147,7
16;16,3;HP;C1;HPC1;55;134,2
17;17,1;NP;C1;NPC1;55;184,3
17;17,2;NP;C2;NPC2;55;195,8
17;17,3;NP;NP;NPNP;55;194,1
17;17,5;NP;C1;NPC1;55;152,1
18;18,2;HP;C1;HPC1;55;148,7
18;18,4;HP;NP;HPNP;55;166
19;19,1;NP;C1;NPC1;55;137,3
19;19,3;NP;NP;NPNP;55;158
19;19,4;NP;C2;NPC2;55;153,9
20;20,1;HP;C1;HPC1;55;204,3
20;20,3;HP;C2;HPC2;55;195,4
2;2,1;NP;C2;NPC2;56;156,2
2;2,2;NP;C1;NPC1;56;157,5
3;3,2;HP;C1;HPC1;56;160,4
3;3,3;HP;NP;HPNP;56;151,6
3;3,4;HP;C2;HPC2;56;189,8
4;4,1;NP;NP;NPNP;56;160
4;4,2;NP;NP;NPNP;56;171
4;4,3;NP;C1;NPC1;56;171,1
4;4,4;NP;C2;NPC2;56;160,3
4;4,5;NP;C1;NPC1;56;174,7
4;4,6;NP;C2;NPC2;56;136
5;5,1;NP;C1;NPC1;56;195
5;5,2;NP;C2;NPC2;56;164,6
5;5,4;NP;NP;NPNP;56;187
5;5,5;NP;NP;NPNP;56;189
6;6,1;HP;C1;HPC1;56;134,4
6;6,2;HP;C2;HPC2;56;136,8
7;7,1;HP;NP;HPNP;56;175,2
7;7,3;HP;C1;HPC1;56;169,8
7;7,5;HP;C2;HPC2;56;217,2
7;7,6;HP;NP;HPNP;56;164
8;8,1;HP;C2;HPC2;56;190,5
8;8,2;HP;C1;HPC1;56;169,2
8;8,5;HP;NP;HPNP;56;188
10;10,2;NP;NP;NPNP;56;179,1
10;10,5;NP;C2;NPC2;56;162,9
11;11,1;NP;C2;NPC2;56;174,9
11;11,2;NP;C1;NPC1;56;173
11;11,3;NP;NP;NPNP;56;172,3
12;12,1;HP;C2;HPC2;56;210,4
12;12,2;HP;NP;HPNP;56;208,5
13;13,2;HP;C1;HPC1;56;183,6
13;13,3;HP;C2;HPC2;56;182,1
16;16,1;HP;NP;HPNP;56;172
16;16,2;HP;C2;HPC2;56;155,4
16;16,3;HP;C1;HPC1;56;139,4
17;17,1;NP;C1;NPC1;56;192,7
17;17,2;NP;C2;NPC2;56;194,5
17;17,3;NP;NP;NPNP;56;196,5
17;17,5;NP;C1;NPC1;56;155,1
18;18,2;HP;C1;HPC1;56;149,9
18;18,4;HP;NP;HPNP;56;166,3
19;19,1;NP;C1;NPC1;56;147,5
19;19,3;NP;NP;NPNP;56;163,1
19;19,4;NP;C2;NPC2;56;159,7
20;20,1;HP;C1;HPC1;56;206
20;20,3;HP;C2;HPC2;56;195,6
2;2,1;NP;C2;NPC2;57;154,5333333
2;2,2;NP;C1;NPC1;57;159,2
3;3,2;HP;C1;HPC1;57;175,3333333
3;3,3;HP;NP;HPNP;57;155,8166667
3;3,4;HP;C2;HPC2;57;176,5333333
4;4,1;NP;NP;NPNP;57;156,5
4;4,2;NP;NP;NPNP;57;166,85
4;4,3;NP;C1;NPC1;57;166,3166667
4;4,4;NP;C2;NPC2;57;171,0833333
4;4,5;NP;C1;NPC1;57;174,3166667
4;4,6;NP;C2;NPC2;57;133,7833333
5;5,1;NP;C1;NPC1;57;199,7166667
5;5,2;NP;C2;NPC2;57;158,6166667
5;5,4;NP;NP;NPNP;57;185,0333333
5;5,5;NP;NP;NPNP;57;193,1333333
6;6,1;HP;C1;HPC1;57;140,6333333
6;6,2;HP;C2;HPC2;57;131,2166667
7;7,1;HP;NP;HPNP;57;177,6
7;7,3;HP;C1;HPC1;57;177,5166667
7;7,5;HP;C2;HPC2;57;227,35
7;7,6;HP;NP;HPNP;57;168,1333333
8;8,1;HP;C2;HPC2;57;174,65
8;8,2;HP;C1;HPC1;57;162,6666667
8;8,5;HP;NP;HPNP;57;188,9333333
10;10,2;NP;NP;NPNP;57;186,5666667
10;10,5;NP;C2;NPC2;57;175,8333333
11;11,1;NP;C2;NPC2;57;173,4
11;11,2;NP;C1;NPC1;57;174,7166667
11;11,3;NP;NP;NPNP;57;177,1333333
12;12,1;HP;C2;HPC2;57;209,8166667
12;12,2;HP;NP;HPNP;57;193,7833333
13;13,2;HP;C1;HPC1;57;192,3333333
13;13,3;HP;C2;HPC2;57;177,15
16;16,1;HP;NP;HPNP;57;179,1666667
16;16,2;HP;C2;HPC2;57;151,8666667
16;16,3;HP;C1;HPC1;57;139,3166667
17;17,1;NP;C1;NPC1;57;187,0166667
17;17,2;NP;C2;NPC2;57;190,3166667
17;17,3;NP;NP;NPNP;57;202,7166667
17;17,5;NP;C1;NPC1;57;152,7
18;18,2;HP;C1;HPC1;57;157,6833333
18;18,4;HP;NP;HPNP;57;176
19;19,1;NP;C1;NPC1;57;139,2
19;19,3;NP;NP;NPNP;57;161,3333333
19;19,4;NP;C2;NPC2;57;154,55
20;20,1;HP;C1;HPC1;57;202
20;20,3;HP;C2;HPC2;57;198,4666667
2;2,1;NP;C2;NPC2;58;155,9333333
2;2,2;NP;C1;NPC1;58;158,9
3;3,2;HP;C1;HPC1;58;172,7333333
3;3,3;HP;NP;HPNP;58;156,0666667
3;3,4;HP;C2;HPC2;58;180,9333333
4;4,1;NP;NP;NPNP;58;158,7
4;4,2;NP;NP;NPNP;58;170,1
4;4,3;NP;C1;NPC1;58;169,1666667
4;4,4;NP;C2;NPC2;58;170,1333333
4;4,5;NP;C1;NPC1;58;175,0666667
4;4,6;NP;C2;NPC2;58;134,5333333
5;5,1;NP;C1;NPC1;58;200,4666667
5;5,2;NP;C2;NPC2;58;161,7666667
5;5,4;NP;NP;NPNP;58;187,5333333
5;5,5;NP;NP;NPNP;58;193,3333333
6;6,1;HP;C1;HPC1;58;139,0333333
6;6,2;HP;C2;HPC2;58;134,3666667
7;7,1;HP;NP;HPNP;58;179,1
7;7,3;HP;C1;HPC1;58;177,2666667
7;7,5;HP;C2;HPC2;58;227,4
7;7,6;HP;NP;HPNP;58;168,8333333
8;8,1;HP;C2;HPC2;58;180,6
8;8,2;HP;C1;HPC1;58;166,5666667
8;8,5;HP;NP;HPNP;58;192,1333333
10;10,2;NP;NP;NPNP;58;187,2666667
10;10,5;NP;C2;NPC2;58;172,5333333
11;11,1;NP;C2;NPC2;58;175,3
11;11,2;NP;C1;NPC1;58;175,8666667
11;11,3;NP;NP;NPNP;58;177,6333333
12;12,1;HP;C2;HPC2;58;212,3666667
12;12,2;HP;NP;HPNP;58;200,3333333
13;13,2;HP;C1;HPC1;58;191,4333333
13;13,3;HP;C2;HPC2;58;180,8
16;16,1;HP;NP;HPNP;58;180,5666667
16;16,2;HP;C2;HPC2;58;152,9666667
16;16,3;HP;C1;HPC1;58;138,8666667
17;17,1;NP;C1;NPC1;58;189,9666667
17;17,2;NP;C2;NPC2;58;194,4666667
17;17,3;NP;NP;NPNP;58;203,4666667
17;17,5;NP;C1;NPC1;58;154,8
18;18,2;HP;C1;HPC1;58;156,1333333
18;18,4;HP;NP;HPNP;58;173,8
19;19,1;NP;C1;NPC1;58;142,2
19;19,3;NP;NP;NPNP;58;163,8333333
19;19,4;NP;C2;NPC2;58;156,6
20;20,1;HP;C1;HPC1;58;202
20;20,3;HP;C2;HPC2;58;200,3666667
2;2,1;NP;C2;NPC2;59;159,4
2;2,2;NP;C1;NPC1;59;160,3
3;3,2;HP;C1;HPC1;59;171,6
3;3,3;HP;NP;HPNP;59;156,7
3;3,4;HP;C2;HPC2;59;185,8
4;4,1;NP;NP;NPNP;59;161,4
4;4,2;NP;NP;NPNP;59;173,5
4;4,3;NP;C1;NPC1;59;172,6
4;4,4;NP;C2;NPC2;59;170,2
4;4,5;NP;C1;NPC1;59;176,6
4;4,6;NP;C2;NPC2;59;136,5
5;5,1;NP;C1;NPC1;59;201,8
5;5,2;NP;C2;NPC2;59;165,4
5;5,4;NP;NP;NPNP;59;190,8
5;5,5;NP;NP;NPNP;59;194,1
6;6,1;HP;C1;HPC1;59;137,9
6;6,2;HP;C2;HPC2;59;138,2
7;7,1;HP;NP;HPNP;59;181
7;7,3;HP;C1;HPC1;59;177,7
7;7,5;HP;C2;HPC2;59;229,1
7;7,6;HP;NP;HPNP;59;171,1
8;8,1;HP;C2;HPC2;59;187,4
8;8,2;HP;C1;HPC1;59;170,2
8;8,5;HP;NP;HPNP;59;195
10;10,2;NP;NP;NPNP;59;189,8
10;10,5;NP;C2;NPC2;59;170,2
11;11,1;NP;C2;NPC2;59;178
11;11,2;NP;C1;NPC1;59;178,5
11;11,3;NP;NP;NPNP;59;179,7
12;12,1;HP;C2;HPC2;59;215,1
12;12,2;HP;NP;HPNP;59;206,6
13;13,2;HP;C1;HPC1;59;192,1
13;13,3;HP;C2;HPC2;59;185,7
16;16,1;HP;NP;HPNP;59;184,1
16;16,2;HP;C2;HPC2;59;154,5
16;16,3;HP;C1;HPC1;59;138,6
17;17,1;NP;C1;NPC1;59;193,5
17;17,2;NP;C2;NPC2;59;201,1
17;17,3;NP;NP;NPNP;59;205,5
17;17,5;NP;C1;NPC1;59;157,8
18;18,2;HP;C1;HPC1;59;154,2
18;18,4;HP;NP;HPNP;59;173
19;19,1;NP;C1;NPC1;59;146,5
19;19,3;NP;NP;NPNP;59;167,5
19;19,4;NP;C2;NPC2;59;158,9
20;20,1;HP;C1;HPC1;59;202,1
20;20,3;HP;C2;HPC2;59;202,9
2;2,1;NP;C2;NPC2;60;154,6
2;2,2;NP;C1;NPC1;60;154,9
3;3,2;HP;C1;HPC1;60;164,6
3;3,3;HP;NP;HPNP;60;155,8
3;3,4;HP;C2;HPC2;60;188,8
4;4,1;NP;NP;NPNP;60;162,1
4;4,2;NP;NP;NPNP;60;176,3
4;4,3;NP;C1;NPC1;60;173,7
4;4,4;NP;C2;NPC2;60;166,2
4;4,5;NP;C1;NPC1;60;175
4;4,6;NP;C2;NPC2;60;133,6
5;5,1;NP;C1;NPC1;60;200,8
5;5,2;NP;C2;NPC2;60;167,1
5;5,4;NP;NP;NPNP;60;191
5;5,5;NP;NP;NPNP;60;192,6
6;6,1;HP;C1;HPC1;60;134,9
6;6,2;HP;C2;HPC2;60;139,3
7;7,1;HP;NP;HPNP;60;181,3
7;7,3;HP;C1;HPC1;60;175,4
7;7,5;HP;C2;HPC2;60;224,2
7;7,6;HP;NP;HPNP;60;167,1
8;8,1;HP;C2;HPC2;60;190,8
8;8,2;HP;C1;HPC1;60;174,9
8;8,5;HP;NP;HPNP;60;199,2
10;10,2;NP;NP;NPNP;60;185
10;10,5;NP;C2;NPC2;60;164
11;11,1;NP;C2;NPC2;60;177,5
11;11,2;NP;C1;NPC1;60;175,2
11;11,3;NP;NP;NPNP;60;175,5
12;12,1;HP;C2;HPC2;60;217,1
12;12,2;HP;NP;HPNP;60;214
13;13,2;HP;C1;HPC1;60;186,5
13;13,3;HP;C2;HPC2;60;185,6
16;16,1;HP;NP;HPNP;60;179,1
16;16,2;HP;C2;HPC2;60;154,3
16;16,3;HP;C1;HPC1;60;137,6
17;17,1;NP;C1;NPC1;60;194,7
17;17,2;NP;C2;NPC2;60;197,8
17;17,3;NP;NP;NPNP;60;202,4
17;17,5;NP;C1;NPC1;60;157,2
18;18,2;HP;C1;HPC1;60;153,8
18;18,4;HP;NP;HPNP;60;166,6
19;19,1;NP;C1;NPC1;60;145,6
19;19,3;NP;NP;NPNP;60;166,5
19;19,4;NP;C2;NPC2;60;160,2
20;20,1;HP;C1;HPC1;60;201,8
20;20,3;HP;C2;HPC2;60;202,9
2;2,1;NP;C2;NPC2;61;162,2
2;2,2;NP;C1;NPC1;61;159,7
3;3,2;HP;C1;HPC1;61;166,4
3;3,3;HP;NP;HPNP;61;157,2
3;3,4;HP;C2;HPC2;61;194,6
4;4,1;NP;NP;NPNP;61;165,8
4;4,2;NP;NP;NPNP;61;180
4;4,3;NP;C1;NPC1;61;178,3
4;4,4;NP;C2;NPC2;61;168,3
4;4,5;NP;C1;NPC1;61;178,1
4;4,6;NP;C2;NPC2;61;138
5;5,1;NP;C1;NPC1;61;203,3
5;5,2;NP;C2;NPC2;61;171,7
5;5,4;NP;NP;NPNP;61;195,8
5;5,5;NP;NP;NPNP;61;194,5
6;6,1;HP;C1;HPC1;61;134,7
6;6,2;HP;C2;HPC2;61;144,5
7;7,1;HP;NP;HPNP;61;184
7;7,3;HP;C1;HPC1;61;177,2
7;7,5;HP;C2;HPC2;61;229,2
7;7,6;HP;NP;HPNP;61;172,5
8;8,1;HP;C2;HPC2;61;199,3
8;8,2;HP;C1;HPC1;61;178
8;8,5;HP;NP;HPNP;61;201,4
10;10,2;NP;NP;NPNP;61;191,2
10;10,5;NP;C2;NPC2;61;163,6
11;11,1;NP;C2;NPC2;61;181,8
11;11,2;NP;C1;NPC1;61;180,8
11;11,3;NP;NP;NPNP;61;180,7
12;12,1;HP;C2;HPC2;61;220,2
12;12,2;HP;NP;HPNP;61;219,7
13;13,2;HP;C1;HPC1;61;190,3
13;13,3;HP;C2;HPC2;61;193
16;16,1;HP;NP;HPNP;61;186,9
16;16,2;HP;C2;HPC2;61;156,7
16;16,3;HP;C1;HPC1;61;137,7
17;17,1;NP;C1;NPC1;61;199,4
17;17,2;NP;C2;NPC2;61;209,4
17;17,3;NP;NP;NPNP;61;207
17;17,5;NP;C1;NPC1;61;162
18;18,2;HP;C1;HPC1;61;151,1
18;18,4;HP;NP;HPNP;61;168,6
19;19,1;NP;C1;NPC1;61;152,5
19;19,3;NP;NP;NPNP;61;172,5
19;19,4;NP;C2;NPC2;61;163
20;20,1;HP;C1;HPC1;61;202,1
20;20,3;HP;C2;HPC2;61;206,7
2;2,1;NP;C2;NPC2;62;162,2
2;2,2;NP;C1;NPC1;62;159,7
3;3,2;HP;C1;HPC1;62;165,2
3;3,3;HP;NP;HPNP;62;153,7
3;3,4;HP;C2;HPC2;62;187,4
4;4,1;NP;NP;NPNP;62;164,3
4;4,2;NP;NP;NPNP;62;179
4;4,3;NP;C1;NPC1;62;170,6
4;4,4;NP;C2;NPC2;62;170,3
4;4,5;NP;C1;NPC1;62;176,3
4;4,6;NP;C2;NPC2;62;134,4
5;5,1;NP;C1;NPC1;62;205,1
5;5,2;NP;C2;NPC2;62;169,2
5;5,4;NP;NP;NPNP;62;191,1
5;5,5;NP;NP;NPNP;62;196,1
6;6,1;HP;C1;HPC1;62;133,9
6;6,2;HP;C2;HPC2;62;140,8
7;7,1;HP;NP;HPNP;62;186
7;7,3;HP;C1;HPC1;62;178,1
7;7,5;HP;C2;HPC2;62;231,2
7;7,6;HP;NP;HPNP;62;174,4
8;8,1;HP;C2;HPC2;62;192
8;8,2;HP;C1;HPC1;62;175,6
8;8,5;HP;NP;HPNP;62;195,4
10;10,2;NP;NP;NPNP;62;187,7
10;10,5;NP;C2;NPC2;62;164,8
11;11,1;NP;C2;NPC2;62;181,3
11;11,2;NP;C1;NPC1;62;179,7
11;11,3;NP;NP;NPNP;62;184,1
12;12,1;HP;C2;HPC2;62;219,4
12;12,2;HP;NP;HPNP;62;215,5
13;13,2;HP;C1;HPC1;62;191,9
13;13,3;HP;C2;HPC2;62;189,4
16;16,1;HP;NP;HPNP;62;185,4
16;16,2;HP;C2;HPC2;62;153
16;16,3;HP;C1;HPC1;62;137,6
17;17,1;NP;C1;NPC1;62;193,7
17;17,2;NP;C2;NPC2;62;206,4
17;17,3;NP;NP;NPNP;62;205,7
17;17,5;NP;C1;NPC1;62;157,2
18;18,2;HP;C1;HPC1;62;152,8
18;18,4;HP;NP;HPNP;62;169
19;19,1;NP;C1;NPC1;62;148,4
19;19,3;NP;NP;NPNP;62;169,6
19;19,4;NP;C2;NPC2;62;159,8
20;20,1;HP;C1;HPC1;62;198,7
20;20,3;HP;C2;HPC2;62;210,4
2;2,1;NP;C2;NPC2;63;164,7
2;2,2;NP;C1;NPC1;63;166
3;3,2;HP;C1;HPC1;63;171,7
3;3,3;HP;NP;HPNP;63;156,5
3;3,4;HP;C2;HPC2;63;193,1
4;4,1;NP;NP;NPNP;63;165,9
4;4,2;NP;NP;NPNP;63;181,6
4;4,3;NP;C1;NPC1;63;174,2
4;4,4;NP;C2;NPC2;63;175,7
4;4,5;NP;C1;NPC1;63;182,6
4;4,6;NP;C2;NPC2;63;140,7
5;5,1;NP;C1;NPC1;63;205,8
5;5,2;NP;C2;NPC2;63;171
5;5,4;NP;NP;NPNP;63;194,5
5;5,5;NP;NP;NPNP;63;197,1
6;6,1;HP;C1;HPC1;63;142,1
6;6,2;HP;C2;HPC2;63;143,8
7;7,1;HP;NP;HPNP;63;187,2
7;7,3;HP;C1;HPC1;63;183,8
7;7,5;HP;C2;HPC2;63;236,7
7;7,6;HP;NP;HPNP;63;178,5
8;8,1;HP;C2;HPC2;63;196,2
8;8,2;HP;C1;HPC1;63;177,8
8;8,5;HP;NP;HPNP;63;200
10;10,2;NP;NP;NPNP;63;194,8
10;10,5;NP;C2;NPC2;63;169,9
11;11,1;NP;C2;NPC2;63;181,4
11;11,2;NP;C1;NPC1;63;178,3
11;11,3;NP;NP;NPNP;63;188,3
12;12,1;HP;C2;HPC2;63;226,8
12;12,2;HP;NP;HPNP;63;218,7
13;13,2;HP;C1;HPC1;63;191,7
13;13,3;HP;C2;HPC2;63;195,4
16;16,1;HP;NP;HPNP;63;190,1
16;16,2;HP;C2;HPC2;63;157,1
16;16,3;HP;C1;HPC1;63;137,3
17;17,1;NP;C1;NPC1;63;202,5
17;17,2;NP;C2;NPC2;63;206,6
17;17,3;NP;NP;NPNP;63;210,3
17;17,5;NP;C1;NPC1;63;160,5
18;18,2;HP;C1;HPC1;63;156,9
18;18,4;HP;NP;HPNP;63;179,1
19;19,1;NP;C1;NPC1;63;150,8
19;19,3;NP;NP;NPNP;63;168,2
19;19,4;NP;C2;NPC2;63;163
20;20,1;HP;C1;HPC1;63;204,6
20;20,3;HP;C2;HPC2;63;212,9
2;2,1;NP;C2;NPC2;64;161,9833333
2;2,2;NP;C1;NPC1;64;159,75
3;3,2;HP;C1;HPC1;64;178,45
3;3,3;HP;NP;HPNP;64;162,4666667
3;3,4;HP;C2;HPC2;64;194,6
4;4,1;NP;NP;NPNP;64;157,65
4;4,2;NP;NP;NPNP;64;183,35
4;4,3;NP;C1;NPC1;64;173,6666667
4;4,4;NP;C2;NPC2;64;161,0666667
4;4,5;NP;C1;NPC1;64;177,4333333
4;4,6;NP;C2;NPC2;64;134,2333333
5;5,1;NP;C1;NPC1;64;213,7
5;5,2;NP;C2;NPC2;64;177,3
5;5,4;NP;NP;NPNP;64;200,8333333
5;5,5;NP;NP;NPNP;64;202,35
6;6,1;HP;C1;HPC1;64;136,7833333
6;6,2;HP;C2;HPC2;64;146,3
7;7,1;HP;NP;HPNP;64;191,2
7;7,3;HP;C1;HPC1;64;181,2
7;7,5;HP;C2;HPC2;64;233,9666667
7;7,6;HP;NP;HPNP;64;173,6
8;8,1;HP;C2;HPC2;64;201,7166667
8;8,2;HP;C1;HPC1;64;184,15
8;8,5;HP;NP;HPNP;64;192,8833333
10;10,2;NP;NP;NPNP;64;188,8333333
10;10,5;NP;C2;NPC2;64;168,8666667
11;11,1;NP;C2;NPC2;64;179,7166667
11;11,2;NP;C1;NPC1;64;184,75
11;11,3;NP;NP;NPNP;64;181,25
12;12,1;HP;C2;HPC2;64;222,8833333
12;12,2;HP;NP;HPNP;64;235,5333333
13;13,2;HP;C1;HPC1;64;187,6833333
13;13,3;HP;C2;HPC2;64;184,3
16;16,1;HP;NP;HPNP;64;184,9
16;16,2;HP;C2;HPC2;64;158
16;16,3;HP;C1;HPC1;64;138,1
17;17,1;NP;C1;NPC1;64;203,2
17;17,2;NP;C2;NPC2;64;207,8
17;17,3;NP;NP;NPNP;64;210,7
17;17,5;NP;C1;NPC1;64;162
18;18,2;HP;C1;HPC1;64;155,4
18;18,4;HP;NP;HPNP;64;179
19;19,1;NP;C1;NPC1;64;151
19;19,3;NP;NP;NPNP;64;169
19;19,4;NP;C2;NPC2;64;163,2
20;20,1;HP;C1;HPC1;64;205,9
20;20,3;HP;C2;HPC2;64;213,4
2;2,1;NP;C2;NPC2;65;163,5333333
2;2,2;NP;C1;NPC1;65;162,1
3;3,2;HP;C1;HPC1;65;177
3;3,3;HP;NP;HPNP;65;163,0666667
3;3,4;HP;C2;HPC2;65;195,5
4;4,1;NP;NP;NPNP;65;161,3
4;4,2;NP;NP;NPNP;65;185,3
4;4,3;NP;C1;NPC1;65;176,4666667
4;4,4;NP;C2;NPC2;65;165,1666667
4;4,5;NP;C1;NPC1;65;180,7333333
